Week_Ended,A_Note_ Issued,A1_Notes_in_Circulation,A2_Notes_Held_in_Banking_Department,B_Deposits,B1_Deposits_Central_Government,B2_Deposits_Market Stabilisation_Scheme,B3_Deposits_State_Governments,B4_Deposits_Scheduled_Commercial_Banks,B5_Deposits_Scheduled State_Cooperative_Banks,B6_Deposits_Other_Banks,B7_Deposits_Others,C_Other_Liabilities,D_Total_Liabilities_OR_Assets,D1_Foreign_Currency_Assets,D2_Gold,D3_Rupee_Securities,E_Loans_and_Advances,E1_Loans_Central_Government,E2_Loans_State_Governments,E3_Loans_NABARD,E4_Loans_Scheduled_Commercial_Banks,E5_Loans_Scheduled State_Cooperative_Banks,E6_Loans_Others,F_Investments,G_Other_Assets,A_Note_ Issued_ratio,A1_Notes_in_Circulation_ratio,A2_Notes_Held_in_Banking_Department_ratio,B_Deposits_ratio,B1_Deposits_Central_Government_ratio,B2_Deposits_Market Stabilisation_Scheme_ratio,B3_Deposits_State_Governments_ratio,B4_Deposits_Scheduled_Commercial_Banks_ratio,B5_Deposits_Scheduled State_Cooperative_Banks_ratio,B6_Deposits_Other_Banks_ratio,B7_Deposits_Others_ratio,C_Other_Liabilities_ratio,D_Total_Liabilities_OR_Assets_ratio,D1_Foreign_Currency_Assets_ratio,D2_Gold_ratio,D3_Rupee_Securities_ratio,E_Loans_and_Advances_ratio,E1_Loans_Central_Government_ratio,E2_Loans_State_Governments_ratio,E3_Loans_NABARD_ratio,E4_Loans_Scheduled_Commercial_Banks_ratio,E5_Loans_Scheduled State_Cooperative_Banks_ratio,E6_Loans_Others_ratio,F_Investments_ratio,G_Other_Assets_ratio,A,B,C,D,E,F,G,A_to_B,A_to_C,A_to_D,A_to_E,A_to_F,A_to_G,B_to_A,B_to_C,B_to_D,B_to_E,B_to_F,B_to_G,C_to_A,C_to_B,C_to_D,C_to_E,C_to_F,C_to_G,D_to_A,D_to_B,D_to_C,D_to_E,D_to_F,D_to_G,E_to_A,E_to_B,E_to_C,E_to_D,E_to_F,E_to_G,F_to_A,F_to_B,F_to_C,F_to_D,F_to_E,F_to_G,G_to_A,G_to_B,G_to_C,G_to_D,G_to_E,G_to_F
04-01-2019,2003031.0,2003019.86,10.8,698157.43,100.97,,42.48,482490.04,3425.66,30336.28,181762.0,1077768.0,3778957.0,2612647.0,151379.0,819935.0,180468.72,53293.0,3827.72,,117474.0,,5874.0,3370.0,11864.0,0.5000000424356923,0.49999726164973707,2.6959145706209624e-06,0.5000000000000001,7.231177071337621e-05,,3.042293770332001e-05,0.3455453020101784,0.0024533578336335977,0.021725959430095875,0.13017264601767542,1.0,0.5132417609431478,0.35483853005017846,0.0205596476831604,0.11136006132351331,0.5,0.14765162627628767,0.010604940291037692,,0.3254691450130527,,0.01627428841962197,1.0,1.0,4006061.66,1396314.8599999999,1077768.0,7362918.0,360937.44,3370.0,11864.0,2.8690245837532666,3.7169981480244356,0.5440861435642771,11.099047136811299,1188.7423323442138,337.66534558327714,0.34855051631931194,1.2955616236518432,0.18964150626151205,3.868578610187959,414.3367537091988,117.69343054619014,0.2690343013841679,0.7718660245440632,0.14637783552662137,2.9860243924819767,319.81246290801187,90.84356035064059,1.837944251711792,5.273107241729133,6.831635379784888,20.399429884580552,2184.8421364985165,620.61008091706,0.09009782440542864,0.2584928731618598,0.3348934464560091,0.04902097782428108,107.10309792284866,30.422913014160486,0.000841225194721541,0.00241349576412873,0.0031268324908514636,0.00045769897206515133,0.009336798088887648,0.2840525960890088,0.0029615120801710277,0.008496650963092952,0.011007934917347703,0.0016113176868192745,0.032869962174054315,3.5204747774480714
04-02-2005,351687.0,351669.0,17.0,164750.0,101.0,55446.0,41.0,92836.0,1756.0,5171.0,9399.0,122767.0,639203.0,535148.0,19181.0,67242.0,13908.0,,753.0,3772.0,,21.0,90.0,3973.0,9024.0,0.5000007108603828,0.49997511988660354,2.4169253013692593e-05,0.5,0.00030652503793626707,0.1682731411229135,0.0001244309559939302,0.28174810318664645,0.005329286798179059,0.015693474962063733,0.02852503793626707,1.0,0.5069925299855486,0.42445989527068295,0.015213670332668662,0.05333390441109985,0.75,,0.04060612597066437,0.2034081104400345,,0.00113244176013805,0.004853321829163071,1.0,1.0,703373.0,329500.0,122767.0,1260774.0,18544.0,3973.0,9024.0,2.1346676783004552,5.729332801159921,0.557889835926185,37.929950388265745,177.0382582431412,77.9447030141844,0.4684569922359829,2.683946011550335,0.2613473945370066,17.768550474547023,82.93480996727914,36.513741134751776,0.17454039321952933,0.3725857359635812,0.09737431133573503,6.620308455565143,30.900327208658446,13.604499113475176,1.7924685764167803,3.8263247344461306,10.269649009913087,67.98824417601381,317.3355147243896,139.71343085106383,0.026364389875642085,0.05627921092564492,0.15105036369708472,0.014708425142015936,4.66750566322678,2.0549645390070923,0.0056484966013765105,0.012057663125948406,0.03236211685550677,0.003151238842171555,0.21424719585849872,0.440270390070922,0.012829608187974233,0.027386949924127466,0.07350509501739066,0.007157508006986185,0.48662640207075064,2.271331487540901
04-02-2011,917417.0,917402.0,15.0,373887.0,26975.0,,41.0,315993.0,3738.0,15367.0,11773.0,369108.0,1660412.0,1233762.0,100739.0,313703.0,5387.0,,1075.0,,4169.0,69.0,74.0,1320.0,5502.0,0.5,0.4999918248735308,8.175126469206478e-06,0.5,0.03607373350771757,,5.4829400326836716e-05,0.4225782121336126,0.004998836546871113,0.0205503267029878,0.015744061708484115,1.0,0.5018448801553278,0.37289368122501976,0.030447474110020623,0.09481396450963182,0.5,,0.09977724150733247,,0.386950064971227,0.006404306664191573,0.006868386857248932,1.0,1.0,1834834.0,747774.0,369108.0,3308616.0,10774.0,1320.0,5502.0,2.453727998031491,4.970994939150601,0.5545623910420551,170.30202338964173,1390.0257575757576,333.4849145765176,0.4075431346922937,2.0258948600409634,0.22600809522773269,69.40542045665491,566.4954545454545,135.90948745910578,0.20116697205305767,0.49360903160580605,0.11155963702043392,34.25914237980323,279.6272727272727,67.08615049073065,1.8032236158693375,4.424620272970175,8.963815468643324,307.0926304065342,2506.5272727272727,601.3478735005452,0.005871920838615373,0.014408096563935094,0.029189288771849974,0.0032563464602722103,8.162121212121212,1.9581970192657217,0.0007194111292901701,0.001765239230034743,0.003576189082870054,0.00039895835600142174,0.12251717096714312,0.23991275899672845,0.0029986363889049363,0.007357838063372088,0.014906206313599272,0.0016629309656968352,0.5106738444403193,4.168181818181818
04-02-2022,3025733.19,3025718.11,15.08,1909969.7,100.75,,42.46,689301.93,7356.36,40779.75,1172388.46,1288248.54,6223951.22,4271749.8,293404.77,1484605.45,188970.67,,8417.65,24852.56,94793.26,,60907.2,2063.61,13572.18,0.5,0.4999975080420095,2.4919579905193162e-06,0.4999999986910787,2.6374763886634525e-05,,1.11153595496427e-05,0.18044839355187575,0.0019257792363779926,0.01067549655192044,0.3069128418453108,1.0,0.5070961095871439,0.34804059802860415,0.023905138736179037,0.12095815364807297,0.5,,0.022272371686039953,0.06575771785113531,0.2508147428381346,,0.1611551676246901,1.0,1.0,6051466.38,3819939.41,1288248.54,12273711.239999998,377941.34,2063.61,13572.18,1.5841786296814586,4.697437017859923,0.4930429160072044,16.011655089120442,2932.4661055141232,445.8728354619523,0.6312419453613489,2.9652192813663114,0.3112293694470199,10.107228306911331,1851.0956091509538,281.4536360407834,0.21288204529362353,0.33724318679703874,0.10495998437714592,3.408593883908016,624.2693822960733,94.91832115400769,2.028221007814638,3.21306437685094,9.52744044250964,32.47517522163624,5947.689359908121,904.3286516978111,0.06245450544831417,0.09893909285854353,0.29337610582504525,0.030792751484024654,183.14572036382845,27.846767431613788,0.0003410099090726503,0.00054022061046251,0.001601872570334914,0.00016813251995653113,0.0054601330460436,0.1520470550788451,0.0022427919363240353,0.0035529830563464353,0.01053537386504626,0.0011057926762826466,0.03591081092108103,6.576911334990623
04-03-2005,355626.0,355615.0,12.0,169465.0,100.0,63263.0,41.0,89713.0,1769.0,5161.0,9418.0,134649.0,659742.0,575929.0,19096.0,46501.0,12855.0,,678.0,3485.0,,32.0,90.0,3973.0,9959.0,0.4999992970152674,0.4999838313511507,1.687163358186187e-05,0.5,0.00029504617472634465,0.18665506151712744,0.00012096893163780131,0.2646947747322456,0.005219366830909037,0.015227333077626649,0.02778744873572714,1.0,0.5069993268104649,0.442590611618821,0.014674917080878036,0.03573514448983607,0.75,,0.03955659276546091,0.20332555425904317,,0.0018669778296382731,0.005250875145857643,1.0,1.0,711253.0,338930.0,134649.0,1301268.0,17140.0,3973.0,9959.0,2.098524769126368,5.2822746548433335,0.5465845621347794,41.49667444574096,179.02164611125093,71.41811426850086,0.47652523082503695,2.5171371491804617,0.2604613346366775,19.774212368728122,85.30833123584193,34.032533386886236,0.18931238251367657,0.39727672380727586,0.10347522570292976,7.85583430571762,33.891014346841175,13.520333366803897,1.8295430739835192,3.8393414569380107,9.664149009647305,75.91995332555426,327.52781273596776,130.66251631689929,0.02409831663275937,0.05057091434809548,0.12729392717361437,0.013171767844902049,4.31412031210672,1.7210563309569233,0.005585916685061434,0.011722184521877673,0.029506346129566503,0.003053175825425662,0.23179696616102682,0.398935636108043,0.014002049903480196,0.029383648540996666,0.07396267332100498,0.007653304315483052,0.5810385064177362,2.5066700226529073
04-03-2011,933682.0,933671.0,12.0,352893.0,101.0,,41.0,321525.0,3813.0,15553.0,11860.0,364544.0,1651119.0,1229192.0,100041.0,307484.0,6758.0,,2033.0,,4342.0,69.0,314.0,1320.0,6324.0,0.49999973224302696,0.4999938415896196,6.4261673534633025e-06,0.5,0.00014310286687466172,,5.809126279070427e-05,0.455555933384907,0.005402487439535497,0.02203642463862984,0.01680396040726226,1.0,0.5021901944014239,0.37386049669144084,0.030427612569483394,0.09352169633765188,0.5,,0.15041432376442734,,0.32124889020420244,0.005105060668836934,0.023231725362533293,1.0,1.0,1867365.0,705786.0,364544.0,3287836.0,13516.0,1320.0,6324.0,2.645794901003987,5.122468069698034,0.5679617231516414,138.15958863569102,1414.6704545454545,295.28225806451616,0.3779582459776209,1.9360790466994382,0.21466581666482148,52.218555785735425,534.6863636363636,111.60436432637572,0.19521839597507717,0.5165078366530365,0.11087657656890429,26.971293282036104,276.169696969697,57.64452877925363,1.760682030561781,4.658403538749706,9.01903748244382,243.25510506066882,2490.7848484848487,519.8981657179,0.007238006495784166,0.019150280679979485,0.03707645716292135,0.004110910641528348,10.23939393939394,2.1372549019607843,0.0007068784088809632,0.001870255289847064,0.0036209620786516856,0.00040147987916672244,0.09766203018644569,0.20872865275142316,0.0033865901952751603,0.008960223070449117,0.017347700140449437,0.0019234536029169337,0.46788990825688076,4.790909090909091
04-03-2016,1613543.58,1613530.47,13.11,507995.34,100.83,,42.5,390533.93,3480.02,21859.2,91978.86,968754.6,3090293.52,2221597.68,132598.7,580791.59,135598.2,,60.85,,129954.0,35.0,5548.35,2320.0,17387.35,0.5000000000000001,0.49999593751288707,4.062487112991396e-06,0.5,9.924303636328632e-05,,4.183109238757977e-05,0.3843873154426968,0.0034252479560147146,0.021515157993378442,0.09053120447915919,1.0,0.5128878252624177,0.36871267901543303,0.022007054810645868,0.09639244091150337,0.5,,0.00022437613478644997,,0.4791877768288959,0.00012905776035375098,0.02045878927596384,1.0,1.0,3227087.1599999997,1015990.68,968754.6,6025281.49,271196.4,2320.0,17387.35,3.1762960266525275,3.331170928117399,0.5355911031469501,11.899446895312767,1390.985844827586,185.59971243461482,0.31483211627912777,1.0487595929867068,0.1686212804640269,3.746328048602415,437.92701724137936,58.432750246587325,0.30019474280329017,0.953507368788068,0.16078163345692914,3.5721514002398256,417.56663793103445,55.716057938673806,1.8670959881976044,5.930449568690925,6.219615875888486,22.217409560008907,2597.1040905172413,346.53247849729837,0.08403751945763994,0.26692803914303626,0.27994334168839047,0.04500974775205067,116.89500000000001,15.597339445056322,0.0007189145768222759,0.002283485513863178,0.0023948273381101883,0.0003850442512686656,0.008554685829162923,0.1334303387232672,0.005387939382461551,0.0171136904523573,0.01794814703331473,0.0028857323975414796,0.06411349855676549,7.494547413793103
04-03-2022,3064963.24,3064945.57,17.67,1903898.31,100.96,,42.48,710852.66,7270.16,41402.08,1144229.97,1385171.7,6354033.25,4332273.35,322283.51,1489980.63,262751.17,,3209.1,24927.43,95531.27,,139083.37,2063.61,14184.32,0.5,0.49999711742056646,2.8825794334812316e-06,0.5,2.651402111912164e-05,,1.1156058014464018e-05,0.18668346315197895,0.0019092826444076206,0.010872975668537675,0.30049660845594217,1.0,0.5083807886660808,0.3466215009797192,0.025785629149465458,0.11921208120473462,0.5,,0.006106728278317467,0.047435431020154926,0.18179037984873675,,0.26466746085279086,1.0,1.0,6129926.48,3807796.62,1385171.7,12498570.739999998,525502.34,2063.61,14184.32,1.6098355799265351,4.4253910760665995,0.4904501968678701,11.664889027896624,2970.4869040177164,432.16216780219287,0.6211814501240152,2.748970845996926,0.3046585645039923,7.246012681884538,1845.2113626121213,268.45112208410416,0.22596872972610266,0.363772501063883,0.11082640798014959,2.6359001560297526,671.2371523689069,97.65513609394036,2.0389430086606843,3.282363000784427,9.023120195135375,23.784043930232546,6056.653505265044,881.1540306479267,0.08572734790776805,0.1380069348346656,0.3793770404058934,0.04204499465832523,254.65196427619557,37.048116511753825,0.00033664514684358823,0.0005419433351984014,0.0014897864286427453,0.0001651076785440509,0.00392692827971042,0.14548529644001265,0.002313946186186559,0.0037250729005584337,0.01024011680284834,0.0011348753625568552,0.02699192547839083,6.873546842668914
04-04-2008,584487.0,584469.0,18.0,481907.0,39154.0,166462.0,41.0,247639.0,3441.0,12155.0,13015.0,210858.0,1277252.0,1204671.0,40124.0,21796.0,1095.0,,131.0,,819.0,19.0,126.0,2750.0,6816.0,0.5,0.49998460188165006,1.539811834993764e-05,0.5,0.040624020817294625,0.17271174728733968,4.253932812762629e-05,0.2569365043462743,0.003570190928955172,0.012611354472958476,0.013503642819050149,1.0,0.5020954516454043,0.47356342352888914,0.015772985990094513,0.008568138835612103,0.5,,0.059817351598173515,,0.37397260273972605,0.008675799086757991,0.057534246575342465,1.0,1.0,1168974.0,963814.0,210858.0,2543843.0,2190.0,2750.0,6816.0,1.212862647772288,5.543892097999602,0.4595307178941468,533.7780821917809,425.08145454545456,171.50440140845072,0.8244956688514886,4.570915023380664,0.37888108660793923,440.09771689497717,350.4778181818182,141.40463615023475,0.18037869105728613,0.2187745768374396,0.0828895493943612,96.28219178082192,76.67563636363636,30.93573943661972,2.1761330876478007,2.639350538589396,12.064247028806117,1161.5721461187215,925.0338181818182,373.2164025821596,0.0018734377325757459,0.0022722226487683307,0.010386136641720969,0.0008609021861805151,0.7963636363636364,0.32130281690140844,0.0023524903034626947,0.002853247618316397,0.013041952403987518,0.0010810415579892312,1.2557077625570776,0.403462441314554,0.005830754148509719,0.00707190391507075,0.032325071849301425,0.0026794106397289457,3.1123287671232878,2.4785454545454546
04-04-2014,1288785.23,1288775.57,9.66,378024.93,15045.4,,42.47,326598.15,3448.4,16948.63,15941.88,856890.91,2523701.08,1693839.01,129615.85,632124.27,47464.49,,2839.59,,37188.42,,7436.48,1320.0,19337.45,0.5,0.49999625228479694,3.7477152030986576e-06,0.49999999999999994,0.0199000102982626,,5.617354389828204e-05,0.4319796448345351,0.004561074847629758,0.022417344274093243,0.021085752201580987,1.0,0.5068405419184072,0.3401774832029387,0.026031041542849832,0.1269509333358044,0.5,,0.02991278321962377,,0.3917499166218788,,0.07833730015849744,1.0,1.0,2577570.46,756049.8600000001,856890.91,4979280.209999999,94928.98,1320.0,19337.45,3.4092598866429253,3.008049717787297,0.5176592501911035,27.15261935817703,1952.704893939394,133.2942275222431,0.29331879447439047,0.8823175169404004,0.15183918721457138,7.964373576962484,572.7650454545455,39.09770212721946,0.3324413137478306,1.133378835623354,0.17209132120724738,9.026652451127148,649.1597803030303,44.31250811249674,1.9317726856630717,6.585915127343584,5.810868281938011,52.45268842033275,3772.1819772727267,257.4941478840281,0.03682885937480832,0.12555915293734726,0.11078304004882021,0.01906479972935687,71.91589393939394,4.909074360890396,0.000512110151976214,0.001745916598675119,0.0015404527981280603,0.00026509855728725905,0.01390513202606833,0.06826132711396797,0.007502200347221546,0.025576950705341044,0.02256699163724353,0.003883583406526142,0.2037043903768902,14.649583333333334
04-04-2025,3703364.71,3703352.21,12.5,1521316.28,100.83,,42.48,930336.76,7526.23,52337.68,530972.3,2213278.73,7437959.72,4925979.53,676510.1,1587489.36,232513.68,,38299.41,,60031.0,,134183.27,2063.6,13403.45,0.5,0.4999983123455319,1.6876544681444568e-06,0.49999999999999994,3.313906559916652e-05,,1.3961593837673251e-05,0.3057670427348611,0.002473591487497918,0.017201446105605336,0.17451081901259874,1.0,0.5084762704751584,0.33675144719006006,0.04624780793875777,0.10852447439602378,0.5,,0.08235947665530907,,0.12909132916394425,,0.2885491941807467,1.0,1.0,7406729.42,3042632.5600000005,2213278.73,14627938.709999999,465027.36,2063.6,13403.45,2.434316097636186,3.3464964532506034,0.5063412943435829,15.927513211265678,3589.2272824190736,552.5987279394484,0.4107929947844646,1.3747173000664044,0.20800145668644252,6.542910851524953,1474.4294243070365,227.0036863643316,0.2988199790346871,0.7274222852594464,0.15130489496014576,4.759459163865111,1072.5328212831944,165.1275402974607,1.9749524898939808,4.807658638215584,6.609171502768654,31.456081874408422,7088.553358208955,1091.35623365626,0.06278444015307366,0.15283717334570293,0.2101079062915858,0.031790354691744536,225.34762550881953,34.694601762978934,0.00027861150083703206,0.0006782284614741649,0.0009323723993859553,0.00014107250795283104,0.004437588360392386,0.15396036095184448,0.0018096313824840656,0.0044052148051685865,0.006055925003173912,0.0009162910964917491,0.028822927752035925,6.495178329133553
04-05-2007,517325.0,517301.0,24.0,288816.0,101.0,78033.0,41.0,185826.0,2414.0,9135.0,13266.0,134469.0,940610.0,803684.0,29051.0,81227.0,49074.0,11097.0,1735.0,,3434.0,6.0,86.0,3973.0,6317.0,0.5,0.49997680375006043,2.31962499395931e-05,0.5,0.0001748518087640574,0.1350911999335217,7.09794471220431e-05,0.32170309124148244,0.004179131350063708,0.015814567059996676,0.02296617915904936,1.0,0.5071844069682924,0.43335281671458425,0.015664530684168638,0.04379824563295467,0.75,0.16959591637119453,0.026516077760117374,,0.05248196601051473,9.169825162000245e-05,0.0013143416065533684,1.0,1.0,1034650.0,577632.0,134469.0,1854572.0,65432.0,3973.0,6317.0,1.7911923162151682,7.694338472064193,0.5578915242977894,15.812599339772587,260.42033727661715,163.78819059680228,0.5582873435461267,4.295651785913482,0.31146377708711226,8.827974079960875,145.38937830354897,91.44087383251544,0.1299656888802977,0.23279354329400034,0.07250675627584154,2.0550953661816846,33.84570853259502,21.286845021370905,1.7924631517904606,3.2106462245858953,13.79181818857878,28.34350165056853,466.79385854517994,293.5842963432009,0.06324070941864399,0.11327627278267131,0.4865954234805048,0.03528145577524086,16.469166876415805,10.35808136773785,0.0038399458754168076,0.006878081546728713,0.02954584327986376,0.0021422732576572923,0.06071952561437829,0.6289377869241729,0.0061054462861837334,0.010936028474876737,0.04697737024890495,0.0034061767351173207,0.09654297591392591,1.5899823810722375
04-05-2012,1101495.32,1101482.32,13.0,318047.76,100.45,,42.46,288678.88,3440.1,14705.54,11080.33,657543.74,2077086.82,1395976.28,139796.97,504532.78,27240.21,19864.0,316.25,,4499.98,35.0,2524.98,1320.0,8220.58,0.5,0.49999409893089697,5.901069103044396e-06,0.5,0.00015791653429661004,,6.675098104762631e-05,0.4538294500171924,0.005408150021242093,0.02311844611010623,0.01741928633611505,1.0,0.5044665145323696,0.3390437422069162,0.03395278883820862,0.12253695442250548,0.49999999999999994,0.3646080555179273,0.005804837774745495,,0.08259811506592642,0.0006424326391022683,0.046346559002298435,1.0,1.0,2202990.64,636095.52,657543.74,4117392.8500000006,54480.420000000006,1320.0,8220.58,3.4633016123113083,3.350333226501404,0.5350450443415911,40.43637402207986,1668.932303030303,267.9848185894426,0.2887418168966891,0.967381303029362,0.1544898782247606,11.675672103849418,481.8905454545455,77.37842342024528,0.29847777292417366,1.033718552207379,0.1596990532491938,12.069358863239305,498.13919696969697,79.98751183006551,1.8690015178639163,6.472915970230384,6.2617778856810355,75.57564442418028,3119.237007575758,500.86403270815447,0.024730209475606307,0.08564817434966372,0.08285444250446367,0.013231776025452611,41.27304545454546,6.627320699999271,0.0005991854781552771,0.0020751600325686933,0.002007471016300756,0.0003205912207284277,0.024228888103285544,0.16057261166487036,0.0037315546651618997,0.012923499288282993,0.012501951581198233,0.0019965498312846195,0.15089054012432354,6.227712121212122
04-05-2018,1889264.46,1889252.29,12.16,623317.18,100.52,,42.47,471850.35,3577.66,28978.77,118767.42,964213.0,3476794.0,2651981.0,144655.0,615000.0,39187.98,,369.74,,32647.0,,6171.24,3370.0,22600.0,0.5000000013232663,0.4999967804930729,3.218183660794063e-06,0.4999999959892009,8.063310495763083e-05,,3.406772749254458e-05,0.3784993911246005,0.0028698550963262787,0.023245604884132947,0.09527045207328913,1.0,0.5047295247247922,0.38499062921449445,0.02099970530295002,0.08928014075776337,0.5,,0.004717517973623545,,0.4165435421779841,,0.07873893984839228,1.0,1.0,3778528.91,1246634.37,964213.0,6888430.0,78375.96,3370.0,22600.0,3.03098406471819,3.9187699294657925,0.5485326714505337,48.21030466484876,1121.2251958456973,167.1915446902655,0.3299258520163076,1.2929035078348872,0.18097510898709868,15.905825842515997,369.92117804154304,55.160812831858415,0.25518211530635077,0.7734529250946289,0.13997572741539074,12.302407523939738,286.1166172106825,42.66429203539823,1.823045466654905,5.525621758687754,7.144095754776175,87.88957736530435,2044.0445103857567,304.7977876106195,0.02074245344334285,0.06287004584993112,0.08128490281711614,0.011377913399715176,23.256961424332346,3.4679628318584075,0.0008918814915194072,0.0027032785884124146,0.003495078369613353,0.0004892261371604269,0.04299787843109035,0.1491150442477876,0.0059811637116731755,0.0181288118985521,0.02343880449651685,0.003280863709147077,0.2883537247901014,6.706231454005935
04-06-2010,846387.0,846373.0,14.0,307017.0,100.0,317.0,41.0,276337.0,4126.0,14271.0,11825.0,312121.0,1465525.0,1147159.0,90220.0,214047.0,163.0,,,,135.0,,28.0,2750.0,11186.0,0.5,0.49999172955161175,8.270448388266833e-06,0.5,0.0001628574313474498,0.0005162580573714159,6.677154685245442e-05,0.4500353400626024,0.006719497617395779,0.023241384027594562,0.01925789125683594,1.0,0.5024167358313527,0.3932733186124827,0.03092955623868896,0.07338038931747567,0.5,,,,0.41411042944785276,,0.08588957055214724,1.0,1.0,1692774.0,614034.0,312121.0,2916951.0,326.0,2750.0,11186.0,2.75680825491748,5.423454365454423,0.5803230839325035,5192.558282208589,615.5541818181819,151.32969783658143,0.3627383218315026,1.9672947350546743,0.21050542158575855,1883.5398773006134,223.2850909090909,54.89308063650992,0.18438433009958802,0.5083122432959738,0.10700248307222164,957.4263803680982,113.49854545454545,27.90282495977114,1.7231780497573805,4.750471472263751,9.345577516411904,8947.70245398773,1060.7094545454545,260.7680135884141,0.00019258329818392769,0.0005309152261926864,0.0010444667292492335,0.00011176053351598981,0.11854545454545455,0.029143572322546038,0.0016245523619809851,0.00447857936205487,0.008810685599495067,0.0009427652367146379,8.43558282208589,0.24584301805828715,0.0066080882622252,0.018217232270525737,0.03583866513307339,0.0038348261592327055,34.31288343558282,4.067636363636364
04-06-2021,2949483.8,2949472.03,12.0,1676355.35,101.0,,42.48,665049.48,7240.77,39499.25,964422.37,1327074.14,5952912.81,4122834.53,274539.82,1436388.23,125318.22,,11235.14,1684.0,90017.34,,22381.74,1963.6,3059.21,0.499999980505064,0.4999979852407501,2.0342541857869396e-06,0.5,3.0124877759360508e-05,,1.267034462591717e-05,0.19836172563293336,0.0021596763478578694,0.0117812878993705,0.287654514897453,1.0,0.5050544460612315,0.3497877385762127,0.023292388304247683,0.12186542705830808,0.5000000000000001,,0.044826442635396514,0.00671889530508812,0.3591550374718058,,0.08929962458770961,1.0,1.0,5898967.83,3352710.7,1327074.14,11786675.39,250636.43999999997,1963.6,3059.21,1.7594622255955457,4.445092894357809,0.5004776694711366,23.535954428653714,3004.1596200855574,1928.2650847767889,0.5683554812673051,2.5263929112506105,0.2844492266958071,13.376788706382841,1707.4305866775312,1095.9400302692525,0.22496717701205024,0.395821249951569,0.11259104845849155,5.294817226098488,675.8373090242412,433.7963526531359,1.9980911457182842,3.5155658941882457,8.881700754111598,47.02698214992202,6002.584737217357,3852.849392490218,0.042488185598394755,0.07475635759446825,0.18886393189758033,0.021264388108341716,127.64129150539824,81.9284848049006,0.00033287179326760286,0.0005856753462205969,0.0014796460429859631,0.00016659489932724784,0.007834455356930541,0.641865056664956,0.0005186008956417719,0.0009124586860417154,0.0023052291562248362,0.0002595481676364381,0.012205767046483745,1.5579598696272154
04-07-2008,614168.0,614148.0,21.0,474390.0,100.0,174433.0,41.0,269482.0,4046.0,14346.0,11942.0,334705.0,1423263.0,1290514.0,39548.0,65460.0,1619.0,,,,1538.0,,81.0,2750.0,23371.0,0.49999959294558416,0.4999833107689502,1.7096285465633618e-05,0.5,0.00010539851177301376,0.1838497860410211,4.3213389826935646e-05,0.284030017496153,0.004264423786336137,0.015120470498956555,0.012586690275933303,1.0,0.5049207371261022,0.45782633297679676,0.014030158383842684,0.023222771513258373,0.5,,,,0.4749845583693638,,0.025015441630636195,1.0,1.0,1228337.0,948780.0,334705.0,2818785.0,3238.0,2750.0,23371.0,1.2946489175572842,3.669909323135298,0.4357682476669913,379.35052501544163,446.668,52.55817038209747,0.7724101773373268,2.834675311094845,0.33659182945843685,293.0142063001853,345.0109090909091,40.59646570536135,0.2724862965130905,0.3527740888298657,0.11874087594477763,103.36781964175417,121.71090909090908,14.32138119892174,2.294797763154574,2.970957440080946,8.421699705711,870.5327362569487,1025.0127272727273,120.61037182833427,0.0026360843970343645,0.0034128038112101857,0.009674190705247904,0.0011487218783979623,1.1774545454545455,0.1385477728809208,0.002238799287166307,0.0028984590737578786,0.008216190376600289,0.0009755976422465707,0.849289684990735,0.11766719438620513,0.019026537505586822,0.024632686186471048,0.0698256673787365,0.008291160907979857,7.217726991970352,8.498545454545454
04-07-2014,1342083.92,1342071.69,12.23,367318.82,100.99,,42.51,324416.05,3548.22,17189.67,22021.39,880345.03,2589747.77,1751772.4,124001.97,645016.32,34513.23,18250.0,143.99,,8955.3,,7163.94,1320.0,33123.85,0.5,0.4999954436530318,4.5563469682283355e-06,0.49999999319392363,0.00013746913189107584,,5.786526187434037e-05,0.44160008679108675,0.004829891307639896,0.02339884159217813,0.029975852721406265,1.0,0.5067465571915488,0.3427764830870679,0.024263973546145665,0.12621298617523757,0.5,0.264391365282241,0.0020860116540816374,,0.1297372051239481,,0.10378541793972919,1.0,1.0,2684167.84,734637.6499999999,880345.03,5110538.46,69026.46,1320.0,33123.85,3.653730298195308,3.0489952785898047,0.5252221191580662,38.88607122544021,2033.4604848484848,81.03429522836264,0.2736928887427546,0.8344883255602634,0.14374955902396241,10.642841165547239,556.5436742424241,22.178510348283787,0.32797689357607385,1.198339113166879,0.17226071907890506,12.753732843897833,666.9280530303031,26.577376422124846,1.9039563710740235,6.956543079435148,5.805153986045675,74.03738305571515,3871.6200454545456,154.28576267553441,0.025716148957361774,0.0939598725984164,0.07840841675450817,0.013506690251970046,52.292772727272734,2.083890006747404,0.0004917725264154867,0.0017968041795843163,0.001499412111180999,0.00025828980846765803,0.019123101488907297,0.039850440090750325,0.012340454090233046,0.04508869100297269,0.037625986256774796,0.006481479448645026,0.4798717767070772,25.093825757575758
