Week_Ended,A_Note_Issued,A1_Notes_in_Circulation,A2_Notes_Held_in_Banking_Department,B_Deposits,B1_Deposits_Central_Government,B2_Deposits_Market Stabilisation_Scheme,B3_Deposits_State_Governments,B4_Deposits_Scheduled_Commercial_Banks,B5_Deposits_Scheduled State_Cooperative_Banks,B6_Deposits_Other_Banks,B7_Deposits_Others,C_Other_Liabilities,D_Total_Liabilities_OR_Assets,D1_Foreign_Currency_Assets,D2_Gold,D3_Rupee_Securities,E_Loans_and_Advances,E1_Loans_Central_Government,E2_Loans_State_Governments,E3_Loans_NABARD,E4_Loans_Scheduled_Commercial_Banks,E5_Loans_Scheduled State_Cooperative_Banks,E6_Loans_Others,F_Investments,G_Other_Assets
05-03-2021,2816708.8,2816693.32,15,1519060.78,100.62,,42.46,510330.35,5414.66,29586.72,973585.97,1364217.15,5699986.73,3966144.83,249807.07,1320419.76,172437.04,,12114.12,26876.94,84623.68,,48822.29,1963.6,10286.35
26-02-2021,2809878.5,2809858,21,1532206.04,100.69,,42.48,462156.08,5256.81,29813.07,1034836.91,1415427.59,5757512.61,4013250.98,260238.57,1320154.04,151641.63,,3937.65,26847.77,84650.68,35,36170.53,1964,10264
19-02-2021,2809922.58,2809908.21,14,1520249.79,100,,42,499898.15,5549.59,29649.89,985010.16,1409069.57,5739242.88,3965193.34,256120.15,1347301.19,188001.39,,6441.2,26627.77,90520.68,35,64376.74,1963.6,9520.69
12-02-2021,2814219.93,2814203.11,17,1503321.84,100.73,,42.49,464803.98,5224.48,29806.57,1003343.59,1421400.62,5738942.35,3962318.95,263584.59,1346776.52,184152.03,,10918.32,23995.77,84619.68,36,64582.26,1963.6,9106.91
05-02-2021,2796280.54,2796268.08,12.46,1472059.54,100.1,,42.45,483344.71,5800.82,28628.88,954142.58,1412879.05,5681219.13,3981648.8,255013.88,1297279.87,148314.36,,9230.45,23775.77,84613.68,,30694.46,1963.6,9014.97
29-01-2021,2780057.86,2780044.91,13,1512882.21,100.93,,42,476348.99,6536.25,29015.9,1000838.14,1440271.53,5733212.18,4021839.08,264803.4,1306844.73,128710.87,,4769.49,26180.86,84597,,13163.52,1963.6,9050.23
22-01-2021,2784535.24,2784521.11,14.12,1468253.78,100,,42.48,463149.69,5315.76,29560.03,970085.82,1447524.66,5700313.96,3987118,266058.4,1306829.77,136342.52,,5867.65,26180.86,84607,,19687.01,1963.6,8523.37
15-01-2021,2783761.31,2783749.11,12.19,1448894.02,101.5,,43,483617.81,5653.12,29077.1,930401.49,1449770.08,5682424.47,3987381.31,263498.76,1293804.27,133881.27,,9955.33,26180.86,77193,,20552.08,1963.6,8425.76
08-01-2021,2771255.83,2771242.51,13.32,1456944.19,101,,42,452435.03,5182.78,29881.97,969301.42,1472529.69,5700729.96,3999182.46,275375.94,1294248.88,127027.05,,5459.79,25100.86,77097,,19369.4,1963.6,8037.3
01-01-2021,2743709.79,2743696.48,13.31,1492711.87,100.37,,42.51,474192.63,5953.6,29219.1,983203.66,1460300.97,5696722.62,3988283.68,270554.44,1293887.6,149642.85,,5568.95,25100.86,77140,,41833.04,1963.6,8117.44
25-12-2020,2751469.53,2751457.81,11.72,1460970.05,100.17,,42,457718.56,5506.64,30067.71,967534.97,1476078.27,5688518.17,3982174.87,270025.68,1294151.42,132463.85,,3946,26132.64,77318,,25067.21,1963.6,7738.51
18-12-2020,2749870.37,2749859.61,11,1454025.6,100.6,,42,488262.43,5437.04,28476.22,931707.31,1480676,5684572,3984553,272327.21,1283889,150431.74,,6303.35,26133,77098,,40897.39,1964,7235.38
11-12-2020,2758420.05,2758409.02,11.02,1460553.27,100,,42.48,445715.35,5262,29254,980179.44,1462455,5681428,3978966,265223,1284457,162147.8,,13017.64,25833,77097,,46200.16,1964,7150
04-12-2020,2746821.61,2746808.14,13,1468533.96,101,,42,476749.58,5613.01,28193.48,957834.9,1469301,5684657,3994646,263659,1284536,143650.12,,10575.73,25833,77097,,30144.39,1964,6653.05
27-11-2020,2744166.5,2744154.75,11.75,1445615.13,100,,42,461900,5546.87,29747.26,948279,1462954,5652737.5,3979928,260651,1282067,121724.08,,2112.08,23596,77097,,18919,1964,6402.34
20-11-2020,2743963.96,2743952.11,12,1488732.66,100.86,,42,471487.88,5209.11,27980.8,983912,1465565.26,5698262,3982293.69,267075.37,1281765.52,159250.99,,10731.18,23246.23,114711,,10562.58,1964,5914
13-11-2020,2750861.41,2750847.96,13,1488582.36,100.85,,42.45,459105,5398,29782.58,994153.47,1481763,5721207,3987480,271280,1282271.24,172410.76,,21446.53,23402.23,114588,,12974,1964,5801.84
06-11-2020,2707017,2707002,14.93,1473923.22,100.09,,42,450856.68,5425.62,28255.82,989243,1472092,5653032.43,3924568.5,278941,1281845,159876.25,,9037.02,23402.23,114463,,12974,1964,5838
30-10-2020,2688737.44,2688725,12,1439019,100,,43,453999,5623,28441,950813,1424609,5552365,3871478,268700,1237763.21,166678,,4190,23320,115757,,23411,1964,5782
23-10-2020,2688073.6,2688063.45,10.15,1428984.45,100.03,,42.49,437010.25,5137.36,28405.04,958289.28,1411775,5528832.58,3839592.32,271325,1241461.62,179712.03,,6462.99,24127,115451,,33671.04,1964,5187
16-10-2020,2679936.82,2679924.94,11.88,1396754.7,100.35,,42.49,449669.26,5187.9,28663.14,913091.56,1388574.79,5465266.31,3787892,269084.06,1229511.45,176290.43,,14867.31,24237,115455,0.01,21731.11,1964,4969.45
09-10-2020,2675182.94,2675165.75,17,1360248.12,100,,42.45,439497,5413.79,28563.6,886631.28,1381517,5416948.94,3751611,267715,1208894,193093.69,,15477.89,25142,117466.7,0.1,35007,1964,4756
02-10-2020,2653578.22,2653562,15.74,1332951.82,100.69,,42.47,455585.71,5382,29086.36,842754.59,1379007,5365537.22,3709063,266852,1201156,192830.25,,13169.31,25142,119524.7,0.02,34994.22,1964,4755
25-09-2020,2656488.94,2656475.71,13.3,1311569.9,100,,42.48,429914.82,5212.6,28482,847818,1383243,5351302,3709794,264971,1185063,185397.82,,10515.82,25286,121495,35,28066,1964,4112.44
18-09-2020,2664028.55,2664015.64,12.91,1300884.36,101,,42.48,454413.59,5227.16,28148,812952.13,1407133.63,5295249.64,3713230.91,274992.93,1178431.56,214220.68,,23429.82,24447,125449,,40894.86,1964,3714.23
11-09-2020,2669887.96,2669874.74,13.22,1372450.81,100,,42.47,434586.76,5156.37,28324.21,904241,1406505,5448843,3688410,279568,1169645,310210,,26615,24447,239017,,20131,1964,3173
04-09-2020,2660918.95,2660905.16,13.79,1376770.61,100.77,,42.45,455304,5264.29,28255.54,887803.56,1390255,5427946,3674753,274417,1166528,310887.72,,18834.05,24447,248424.99,,19181.67,1964,3124.31
28-08-2020,2654118.94,2654095.89,23.04,1373902.51,100.03,,42.49,439410.75,5183,28201.24,900965,1419535,5447556,3685668,273025,1184242,299725.3,,9032.68,24803,253644.61,,12245,1964,2931.65
21-08-2020,2662029.09,2662006.65,22.44,1348025.46,100.28,,42,431374,5360.22,28059.89,883089.07,1486941,5496996,3729220,278907,1183029,308476.39,,5809.78,25163,253344.61,,24159,1964,2653.71
14-08-2020,2665413,2665391.09,22,1335829.36,100,,42,436470.49,5730,28518.2,864968.67,1485060,5486304,3712345,281588.7,1180403,315811.26,,10748.64,25197,253356.61,,26509,1964,2621
07-08-2020,2659767.55,2659754,13.44,1280916.23,100.78,,42.46,427813,5403.07,28219.83,819337.09,1568171,5508855,3719315,298108,1179882,317126.08,,9972,24217,253410,,29527.08,1964,2400.25
31-07-2020,2646144,2646131.13,13.21,1281734.85,100.04,,42.49,435414.16,5443,28230.15,812505,1544130,5472008,3702284,281463,1178867,305169.61,,4857,25013,258424.61,,16875,1964,2260.59
24-07-2020,2644680.63,2644672,9.09,1256136.77,100.48,,42.48,432426.42,5342.39,27998,790227,1505196,5406013.44,3622866,270134,1173753,349816.98,,5650.56,25123,280576.86,,38466.56,1964,1904.94
17-07-2020,2649454,2649445.05,9,1242901,100,,43,434563,5418,27902,774875,1489559,5381914.3,3604852,260631,1172737,354521.86,,10095,24998,280631.86,,38797,1964,1676.17
10-07-2020,2651475.04,2651466,9,1228599.65,100.23,,42,424190,5798,27988,770481.42,1494863.7,5374939.04,3604572,261190,1171931,344364.68,,10353,22123,280596.86,,31291.82,1964,1621.93
03-07-2020,2639026.22,2639014.45,11.76,1224757.22,100.97,,42,441784,5191.07,27304.39,750334.8,1451280.42,5315063.89,3559672.66,253906,1172804,325170.58,573,7004.29,22123,285586.86,,9883.43,1964,1546.42
26-06-2020,2634082.59,2634067.38,15.21,1195947.6,100.17,,42.5,430194.42,5596.65,28109.86,731904,1506674.92,5336705.21,3565139.42,253609.46,1169461.71,330166.11,,3416.25,22050.86,290512,,14187,1963.6,16365.44
19-06-2020,2634231,2634218.16,13,1195743.6,100.69,,42.46,451363.4,5298,27800.8,711138.25,1524830,2720574,3586235,250028,1174736.51,330475,,4663,22051,290757,,13004,1964,15258
12-06-2020,2632430,2632418,12.15,1210544.22,100.11,,42,422778.25,5796.74,27941.62,753885.51,1516131,5359105.33,3583012,251616,1181453,329540.75,,6516,22051,291108.75,,9865,1964,13460
05-06-2020,2613021.23,2613006.86,14.37,1194929.24,100,,43,445527.02,5936.15,27368.89,715954.18,1493562,5301513,3531819,244533,1181422,330801.54,,8805.96,22051,291118.75,,8825.83,1964,12971
29-05-2020,2590168.83,2590152.8,16.04,1170866.97,100.53,,42.48,435221.86,5619.36,28131.74,701751,1468659,5229694.96,3469639,247131,1172527,325611.54,,7186.57,22000,291023.11,,5401.86,1964,12822
22-05-2020,2584771.98,2584760.6,11.38,1250578.47,100.63,,43,433987.24,6059,28168,782220.6,1466511,5301861,3458279,248955,1172496,407814.86,86080,6751.59,19000,292242.11,,3741.16,1964,12352.54
15-05-2020,2562614.12,2562603,11.1,1294453.29,101,,42.49,432978.2,5666.77,28849,826815.83,1442266,5299334,3418101,248680,1172465,445864.91,128836,5814.8,19000,290842.11,,1372,1964,12258
08-05-2020,2543256.39,2543244.83,12,1302053.35,100.83,,42.46,423722.32,5565.21,28302,844320.53,1441267,5286577,3408688,243961,1172434,447265.52,134970,5582,10000,290858.11,,5855.41,1964,12265
01-05-2020,2508830.96,2508819,12.2,1299089.32,100,,42.47,451947.94,5770,28621.42,812607.5,1421365.31,2720455.55,3355967.67,242360,1143675,480746.4,165833,3823.29,,291382.11,,19708,1964,12173
24-04-2020,2496622.64,2496611,12,1222589.1,100.1,,43,423731,5255,28192,765268,1462216,5181428,3402626,251551,1100775,413140.39,111985,1063.4,,288193.99,,11898,1964,11372
17-04-2020,2479960.54,2479950.76,9.79,1224177.64,100.96,,42.49,437225,5451.07,28193,753165.12,1459540,5163678,3401396,249585,1075019,432150.33,135450.98,828,,275298.99,,20572.37,1964,11299.83
10-04-2020,2460592.32,2460582.1,10.23,1181651.39,100,,43,401620.93,4992.6,29132,745762.86,1433922,5076165,3385816,237531,1059045,388292.94,110942,361.95,,255929.99,,21059,1964,11221.6
03-04-2020,2430719.61,2430709.38,10.23,1193018.72,100.24,,42,442067,5629.98,30145,715034.49,1405335,5029074,3363457,232161,1044478,383505.15,40008,2828.16,,314758.99,,25910,1964,11185
27-03-2020,2413003.02,2412992.55,10.48,1187409.02,100.02,,42.51,536186.38,7602.74,36086.37,607391,1350333,4950745.02,3315075,231083,1040987,350430.2,50476.52,1966.68,,285623,,12364,1964,11205.98
20-03-2020,2383288.68,2383277.72,11,1027740.8,100.82,,42.45,591162.6,6901,35274.89,394259.04,1300857.63,4711886.68,3309225,209238,998000,185080.02,,2339.13,,175754,,6986.89,1964,10681
13-03-2020,2373681.48,2373668,13.07,1011049.62,101,,42.48,551020.36,6781.34,35027.67,418076.76,1314453,4699184,3336343,218050.47,996505,138095.16,20553,6153.84,,105035,,6353.32,1964,10496
06-03-2020,2347862.32,2347847.99,14,1028839.49,101,,42.48,570358,6842.87,34852.08,416643.06,1347892,2376731,3352102,228566.53,996471,144768.93,32976,7238.97,,84559,,19994.96,1964,9812
28-02-2020,2321937.13,2321924,13,990618.21,100,,42.47,550032.86,6739.11,34731.76,398972,1219283,4531837.87,3242475,221399,981839,74300.04,5081,2882.04,,54186,,12151,1964,9862
21-02-2020,2331432.48,2331421.57,10.91,945773.82,100.08,,42.47,544151,6765,35412.9,359302.37,1166858,4444063.98,3186961,212456,981806,62649.31,0,1227.25,0.01,37209,0.01,24213.04,1964,9104.27
14-02-2020,2320427.14,2320416.17,10.97,947454.29,100.83,,42.45,556182.31,6797.59,34744,349587.11,1156312.63,4424194,3179435.36,207871,981772.32,55898.21,6817,8401.3,,15446,,25233.91,1963.6,8797.24
07-02-2020,2311255.31,2311245.08,10.23,952353.59,100.32,,42.48,531170.12,6826,35082,379132.67,1156768,4420377,3160250.51,205541,981739,67572.37,23324,9927,,19795,,14526.37,1964,8364.65
31-01-2020,2284706.22,2284695,11,994030.69,101,,42.48,550704.2,6841,34709,401633,1161436,4440172.22,3144374,206918.64,981706,96810.06,73545.4,1209.66,,16915,,5140,1964,8398.29
24-01-2020,2280973.94,2280962,12.13,921030.24,100.28,,42.45,540629,6646.64,34684,338927.87,1152700.5,4354703.94,3112057,204812,981267,46783.19,24184,3233.91,,15315,,4050.28,1964,7821
17-01-2020,2278427,2278414,12,959038.36,100,,42.46,547082.28,7110.06,34152,370551.56,1140304,4377768,3070167,203054,974192,120665.25,87734.94,7499.03,,21159,,4272.28,1964,7726
10-01-2020,2271535.94,2271522.62,13.32,955428.54,100.54,,42,539538,6681.42,34277.58,374789,1129506,4356469.94,3057907,202155.7,999363.45,87617.69,60605.38,7589,,15176,,4247.31,1964,7463
03-01-2020,2242683,2242670.71,12.64,1051975.09,100.66,,42.47,542465.33,6924.98,34456.7,467984.94,1170393,4465051.36,3097181,201456,999124,157949.29,130171,5304.4,,18165,,4308.89,1964,7377
27-12-2019,2244118.47,2244106.19,12.29,913133.25,101,,42.46,541417.41,6593.16,33919,331060.21,1145007,4302257,3056898,195484,1003838,37017.59,,2111.7,,30427,,4478.89,1964,7055.43
20-12-2019,2245900.29,2245888,12,894034.32,101,,42.48,562488,6867,34346.84,290189,1124290,4264224.29,3030135,192925,1000832,31745.53,,1255.64,,25746,,4743.89,1964,6622
13-12-2019,2258723.28,2258712.69,10,909371.99,100.52,,42.47,530600.37,4406.07,33916,340306.56,1116870,4284965,3016352,191029,1002017,67538.36,31003,10609.36,,21493,,4433,1964,6065
06-12-2019,2248937.08,2248925.46,11.61,931817.03,100,,43,540118.31,4643.23,33599.77,353312.72,1133173,4313927,3029698,193186,1002053,81302.33,52575.42,9071.6,,14725,,4930.31,1964,5724
29-11-2019,2230708.65,2230697,11.7,896950.1,100.08,,42.46,542974.53,4657.26,34262.77,314913,1135150,4262809,3032772,191164,1001936,29185.63,,1260.8,,23012,,4912.83,1964,5787
22-11-2019,2241273.25,2241262.28,10.97,866154.95,100.92,,42.45,517461.85,4254.68,33691.45,310603.6,1136900,4244328,3015127,192307,999581,30023.83,,597.83,,24246,,5180,1964,5325
15-11-2019,2243141.14,2243129.88,11.26,893329.56,100.95,,42.47,537618.37,4311.78,33839.99,317416,1137917,4274387,3016834,191868,996199,62302.15,25915,7630.38,,23340,,5416.77,1964,5220
08-11-2019,2245630.31,2245619,11.29,873673.53,100.05,,42.45,525364.84,4187.19,34504,309475,1105083,4224386,2986952,191683,995155,43803.66,6360,8422.66,,23526,35,5460,1964,4865
01-11-2019,2231678.41,2231665.81,12,908420.89,100.75,,42.46,540090.82,4428.59,33784.03,329974.24,1104664,4244763,2955452,193835,995122,93478.84,61916,4026.07,,22235,,5301.77,1964,4911
25-10-2019,2231100.63,2231089.55,11.07,830440.27,100.21,,43,548240.47,4492,35120.6,242444,1093743,4155284,2935301,191868,992089,29379.64,,669.64,,22273,,6437,1964,4682
18-10-2019,2200243.99,2200218.85,25.15,856442.6,100.02,,42.49,564348.03,4485.04,34157.01,253310,1105055,4161741,2934458,191215,992041,37679.1,,8228.1,,23725,,5726,1964,4389
11-10-2019,2200585.87,2200573,12.54,853382.21,100.17,,42.47,527674.67,4266.9,34081,287217,1094855,4148823,2922370,190277,992010,37864.03,402,5179.03,,26625,,5658,1964,4343
04-10-2019,2179813.31,2179801.67,11,909843.97,100.85,,42.48,553863.92,4432.55,34057.17,317347,1088182,4177839,2901321,192788,991958,85716.04,46529,7886.04,,25325,,5976,1964,4097
27-09-2019,2160136.84,2160124,13,882825.21,100.75,,42,532441.97,4198.9,33423.6,312618,1064818,4107781,2859087,190217,998152,54081.04,,459.04,,47478,,6144,1964,4280
20-09-2019,2160124,2160124,13,882825.48,101,,42.48,532442,4199,33423,312618,1064818,4107781,2843350,190217,998101,54081,,459,,47478,,6144,1964,3827
13-09-2019,2176753.93,2176744,10.43,817016.92,100.33,,42.49,519670.04,4250,33410.06,259544,1083622,4077392,2841124,192414,997305,40811,,1461,,33667,,5683,1964,3779
06-09-2019,2165600.8,2165588.09,12.71,829279.95,100.99,,42.5,527551.24,4172.23,33301,264112,1114369,4109249,2869834,195940,997274,40713.05,,421.05,,34701,,5591,1964,3529
30-08-2019,2150392.66,2150381.58,11.08,838350.15,100.66,,42.49,538143.09,4190.11,33460.79,262413,1104241,4092984,2854233,196879,998945,37378.98,,605.98,,31140,,5633,1964,3584
23-08-2019,2162511,2162500,11,735075.5,101,,42.5,519663,4075,33122,178072,1284557,4182143,2873575,192762,998915,83848,45010,303,,31195,,7340,1964,31803
16-08-2019,2172910,2172898.98,10.54,771430.69,100.08,,42.49,531335.17,4275,33305.45,202372.5,1263345,4207685,2855306,192691,998882,127524.15,88332,1598.81,,31752,,5841.34,1964,31318
09-08-2019,2168311.89,2168300.62,11.26,770566.13,100.26,,42.47,510229.29,4171,33173.11,222850,1242246,4181122.89,2844619,189253,998851,115970.18,85687,3952.18,,19060,,7271,1964,31181
02-08-2019,2144952.39,2144942.87,9,843826.36,100.69,,42.49,518267.26,4236.93,33123,288056,1170846,4159624.39,2794694,174883,998820,160262.9,116069,2829.9,,31305,,10059,1964,31107
26-07-2019,2149565.71,2149553.05,12.65,759395.68,100.49,,42,525908.15,4082.91,32945.01,196317.11,1134310,4043272,2776650,174624,985133,73395.76,37084,895.61,,29570,,5846.15,1964,31505
19-07-2019,2161539.7,2161526.16,13.53,785765.73,100.12,,42.48,533013.35,4008.77,33294,215307,1133843,4081148,2785259,167502,985102,110090.89,65729,3139.89,,35263,,5959,1964,31216
12-07-2019,2179047.9,2179035.81,12.09,776492.21,100.49,,43,510076.74,3998.86,32599.1,229674.02,1119554,4075094,2768026,167502,985071,121388.78,78943,6993.51,,29365,,6087.27,1964,31142
05-07-2019,2171631,2171620,10.87,783738.25,100.27,,43,509969.34,4030.17,32650.47,236945,1117350,4072718.05,2770079,167502,989899,112167.48,66793,5566.48,,34305,,5503,1964,31093
28-06-2019,2163539,2163530.2,9.32,745515.63,100.11,,42.48,572012.7,3997,33526.94,135836.4,1130945,4039999,2779618,160265,983803,69233.39,6596,1661.39,,54185,,6791,1964,45116
21-06-2019,2179984.29,2179972.21,12.08,713225.97,100.72,,42,503248,3817.97,32316.28,173701,1154632,4047842,2799756,160265,983768,57872.01,,163.24,,51230,,6478.77,1964,44217
14-06-2019,2193910.23,2193899.49,10.74,714476.3,100,,41.9,544140.81,3798.72,32755.61,133639.25,1138483,4046870,2767693,160265,970843,102285.65,42952,9275.87,,43295,35.02,6727.77,1964,43819
07-06-2019,2193655,2193642,13,682303.54,100.75,,42.45,509359.64,3832.31,32715.39,136253,1135834,4011792,2766626,160265,957355,82781.02,42531,5401,,26544,35.02,8270,1964,43519
31-05-2019,2171380.78,2171369.76,11.02,680897,100.57,,42.1,536415.07,3910.12,32756.01,107673.13,1143601,3995879,2775064,160265,960926,53353.8,,1321.74,,44976,35.02,7021.04,1964,44306
24-05-2019,2178623.03,2178610.74,12.29,689574.34,100.05,,42.46,498195.1,3861.05,32308.59,155067.09,1109170,3977367,2753736,160775,945132,72102.1,,526.06,,64295,,7281.04,1964,43658
17-05-2019,2183856.78,2183843.51,13.26,685688.39,100.9,,42.46,540958.85,3878,32926.77,107781.42,1125289,3994833,2761090,160775,945099,82378.81,,5391.24,,69855,,7132.57,1964,43526
10-05-2019,2177829,2177817,12,672910.44,100,,42.44,505924,3850,32347,130647,1123801,3974540,2765699,160775,932522,71226,,3306,,59301,,8619,1964,43058
03-05-2019,2161334.7,2161322.31,13,701159.55,100.27,,42.46,535356.97,4061.9,32754.35,128843.59,1096877,3959371,2730430,160775,932489,90713.99,,2818.42,,80735,,7160.57,1964,42999
26-04-2019,2154082.78,2154070,13,724185.5,100.43,,42.48,522943.62,4154.77,33363.21,163581,1131465,4009733,2762539,161192,927571,112650.94,,65.94,,105478,,7107,1964,43816
19-04-2019,2162188.93,2162176.74,12.19,685056.9,100.53,,42.46,540421.38,3808,32784.64,107899.9,1109308,3956554,2703552,161192,927540,118911.1,,5037.42,,106772,,7101.68,1964,43395
12-04-2019,2148721.42,2148708.92,12.5,692147.05,100.57,,42.45,504699.57,3843.97,32179.48,151281,1109473,3950341,2704931,161192,927500,111481.73,,6033.73,,98347,,7101,1964,43272
05-04-2019,2122350.53,2122342,9.47,764376.65,100.41,,42.42,507466.52,3861.3,32390,220516,1098084,3984811,2695461,160656,927459,156647.35,,7382.35,,136811,,12454,1964,42610
29-03-2019,2113775,2113764,11.16,806012,101,,43,565707,4197,35530,200434,1087686,4007473,2680199,166650,921116,194861,,10,,180688,,14163,1964,42683
22-03-2019,2122131.15,2122122.02,9.13,696765.27,100.68,,42,490289.61,3778.83,31437.15,171117,1071105,3890002,2624409,166650,921076,162413.29,,525.29,,152835,,9053,1964,14188
15-03-2019,2115702.58,2115691.8,10.78,671788.24,100.41,,43,559986.4,3651.27,31531.16,76476,1090491,3877980.58,2640829,166650,921026,132775,,1694,,124295,,6786,3414,13983
08-03-2019,2106032.22,2106000,31.58,620954.9,100,,43,483028.48,3648.77,31218.64,102916,1113827,3840814,2649799,166377,907847,99810.07,,5176.07,,89841,,4793,3380,13587
01-03-2019,2080242.16,2080212.38,29.77,644912.55,100.43,,43,496351.54,3751.86,31736.71,112929,1155455,3880610,2681494,165551,894762,121410.24,17251,1417.24,,98264,,4478,3380,14013
22-02-2019,2081593.11,2081581.54,11,653452.08,100.89,,42.47,503336,3546.72,31221,115205,1158897,3893942.11,2678919,161705,883336,153168.48,,547.48,,147395,,5226,3400,13414
15-02-2019,2079903.89,2079891.76,12.13,622190.4,100.17,,42.46,491843.41,3579.35,30816,95809,1154536,3856629,2673536,161705,870671,134748,,4092,,124528,,6128,3400,13289
08-02-2019,2068098.87,2068086.94,11.93,618791.66,100.92,,42.47,487274.48,3488.14,30626.64,97259,1153950,3840840,2674585,161147,857545,132711.13,,5488.13,,119463,,7760,3400,12888
01-02-2019,2035589.05,2035577.24,11.81,673643.48,100.93,,42.49,498433,3637.06,31167,140263,1156694,3865926,2685126,161147,859098,145259.85,34488,4588.85,,99845,,6338,3400,12615
25-01-2019,2035968.64,2035956.68,11.96,618525.73,100.35,,42.46,493113.56,3444.68,30578.89,91245.8,1143107,3797602,2672227,153005,850794,105665.86,,918.98,,99949,,4797.88,3400,12510
18-01-2019,2039271.91,2039260.36,11.55,631265.53,100.58,,42.48,501645.88,3420.18,30413.37,95643.04,1134332,3804869,2663489,152458,840646,132641.88,17106,5643,,104995,,4897.88,3400,12234
11-01-2019,2028509.28,2028499.56,9,649989.86,100.51,,42.47,490690.47,3621,30620.79,124914.62,1110255,3788754,2643124,152458,830277,147348.33,33124,7361.33,,101786,,5077,3370,12177
04-01-2019,2003031,2003019.86,10.8,698157.43,100.97,,42.48,482490.04,3425.66,30336.28,181762,1077768,3778957,2612647,151379,819935,180468.72,53293,3827.72,,117474,,5874,3370,11864
28-12-2018,1999254.34,1999241.36,12.98,705087.93,100.27,,43,533173.16,3441.99,30754.15,137575.36,1055947,3760288,2601383,147854,803708,194841.75,,761.86,,188109,,5970.89,3370,9131
21-12-2018,2004195.88,2004183.36,12.53,678018.85,100.57,,42.49,482113.96,3422.6,30025.81,162313.42,1053379,3735594,2602777,147854,788507,184486.72,,566.83,,177989,,5930.89,3370,8599
14-12-2018,1998121.91,1998108.87,13.04,645225.51,100.43,,43,543821.67,3355.17,30426.24,67479,1117046,3760393,2664385.9,147588,773318.75,164044.21,12732,7052.21,,137629,,6631,3370,8411
07-12-2018,1988197.94,1988188.05,9.9,594403.59,100.7,,42.46,474315.08,3582.5,30374.07,85988.78,1077675,3660277,2625451,147325,762919,113105.81,10605,6998.74,,90018,,5484.06,3370,8106
30-11-2018,1970123,1970113,10,641865.2,100.84,,42.45,501778.62,3404.11,30132.19,106407,1043729,3655717,2591550,147325,752695,152711.49,31659,718.49,,113296,,7038,3370,8066
23-11-2018,1985020.44,1985008.73,11.71,606924.17,100.39,,42.5,476573.45,3421.9,30358.94,96427,1092148,3684092,2642391,155356,724311,151260,,,,144572,,6688,3370,7764
16-11-2018,1989700.38,1989687.89,12.49,621526.83,100.03,,43,486781.74,3428.13,30032.92,101141,1120702,3731929,2671378,155093,724267,170947.1,24267,5732.1,,133527,,7421,3370,7600
09-11-2018,1996643.38,1996635.35,8.02,567119.46,100.63,,42.46,480461.04,3371.79,30001.52,53142,1148355,3712118,2702900,154562,711965,132587.9,14273,4240.9,,106667,,7407,3370,7452
02-11-2018,1947225.27,1947215.07,10.2,629924.93,100.51,,42.46,494887.81,3362.99,30173.15,101358,1152255,3728668,2708142,154562,701752,153199.68,18779,3118.68,,124023,,7279,3370,8379
26-10-2018,1935578.24,1935566,11.51,622978.26,100.32,,43,474760.59,3459.35,29796,114819,1152138,3710694.24,2722595,148889.52,686283,141012.61,,1781.61,,132608,,6623,3370,8543
19-10-2018,1943076.89,1943065.17,11.72,606540.48,100.38,,43,510140.38,3454.11,29943.62,62859,1161926,3711543,2735313,148890,674817,141841,,7047,,127452,,7342,3370,8053
12-10-2018,1930997.56,1930985.3,13,637521.93,100.35,,42.45,473889.44,3627.03,29991.66,129871,1178088,3746607,2755539,148890,662988,169270.46,36849,6879.46,,117069,,8473,3370,8009
05-10-2018,1910658.25,1910645.18,13.06,724910.16,100.52,,42.47,482904.31,3605.86,29844.06,208412.95,1166202,3801770,2785926,148365,650970,205354.72,59769,6436.96,,133842,,5306.76,3370,7784
28-09-2018,1899560.09,1899546.75,13,721022.17,100.12,,43,505126.67,3576.33,30707.04,181469,1129472,3750054,2754227,144806,652509,187169.42,,245.26,,179616,35.16,7273,3370,7973
21-09-2018,1917983.94,1917971.47,13,663595.52,100.22,,42.5,487139.4,3454.52,29583.88,143275,1112593,3694173,2736225,144806,648046,154656.16,,,,147404,35.16,7217,3370,7794
14-09-2018,1922863.06,1922851.01,12.04,609751.07,100.98,,42.43,482537.77,5021.58,29423.4,92624.92,1099804,3632418,2725790,144548,638347,112584.28,21024,5198.36,,80558,35.16,5768.76,3370,7779
07-09-2018,1914568.29,1914554.54,13,597138.7,100.71,,42.46,459489,3435.07,29531.46,104540,1094721,3606428,2721484,143512,638287,93343.98,48062,1110.82,,36696,35.16,7440,3370,7497
31-08-2018,1901949.96,1901937.05,12.91,631563.03,100.23,,42.49,475461.2,3637.21,29559.89,122762,1062214,3595725.96,2690929,143002,638238,113027.28,43992,445.12,,61661,35.16,6894,3370,7160
24-08-2018,1913062.06,1913051.03,11.03,600039.72,100.11,,43,485578.23,3570.12,29729.61,81018.65,1032788,3545889,2665400,142459,642261,85138.54,3000,285.68,,75506,35,6311.86,3370,7260
17-08-2018,1917140.31,1917128.86,11.45,617627.77,100.16,,43,463180.45,3913.31,30597.86,119793,1027643,3562410,2666065,142209,642211,101431.85,20136,5550.99,,69398,35,6311.86,3370,7123
