Week_Ended,A_Note_Issued,A1_Notes_in_Circulation,A2_Notes_Held_in_Banking_Department,B_Deposits,B1_Deposits_Central_Government,B2_Deposits_Market Stabilisation_Scheme,B3_Deposits_State_Governments,B4_Deposits_Scheduled_Commercial_Banks,B5_Deposits_Scheduled State_Cooperative_Banks,B6_Deposits_Other_Banks,B7_Deposits_Others,C_Other_Liabilities,D_Total_Liabilities_OR_Assets,D1_Foreign_Currency_Assets,D2_Gold,D3_Rupee_Securities,E_Loans_and_Advances,E1_Loans_Central_Government,E2_Loans_State_Governments,E3_Loans_NABARD,E4_Loans_Scheduled_Commercial_Banks,E5_Loans_Scheduled State_Cooperative_Banks,E6_Loans_Others,F_Investments,G_Other_Assets
10-10-2025,3770189.86,3770177.7,12.16,1654275.08,100.39,,42.46,833282.74,7008.78,47614.41,766226.3,2572197.27,7996662.21,5103903.02,907894.09,1734143.45,229385.12,,16116.1,,40552,,172717.02,2063.6,19272.93
03-10-2025,3761907.92,3761894.49,13.43,1629156.59,100.1,,42.5,883595.63,7640.23,50512.11,687266.02,2582289.07,7973353.58,5159591.38,876896.19,1734993.67,180816.91,,22136.96,,1512,,157167.95,2063.6,18991.83
26-09-2025,3759652,3759636.14,15.72,1819019.38,100.78,,42.47,897508.58,7602.15,50157.2,863608.2,2514282.53,8092953.77,5191560,842934.89,1731582,298337.18,,32621.55,,84836,,180879.63,2063.6,26476
19-09-2025,3761730.37,3761714.23,16.14,1834382.35,100.55,,42.48,884937.44,7605.01,50174.41,891522.46,2482466.78,8078579.5,5194363.48,817376.4,1772838.84,267134.24,,32445.24,,57401,,177288,2063.6,24802.94
12-09-2025,3777218.58,3777203.86,14.72,1744671.97,100.42,,42.48,909536.25,7506.06,49920.27,777566.49,2495020.71,8016911.26,5212755.3,815902.69,1770918.83,191488.55,,29150.3,,1184,,161154.25,2063.6,23782.29
05-09-2025,3776975.92,3776964.11,11.81,1771755.68,100.87,,42.46,926600.77,8173.95,53660.38,783177.25,2449109.25,7997840.85,5188750.17,796945.66,1771131.28,215443.28,,44070.35,,3936,,167436.93,2063.6,23506.86
29-08-2025,3763891.8,3763879,13,1737992,101,,42,959655,8031,53147,717016,2399650,7901534,5183422.52,765603,1765179.26,165350,,19623,,1950,,143777,2063.6,19917.17
22-08-2025,3773448,3773434,14,1739682,100,,43,932900,8011,53016,745612,2303451,7816581,5127539,744074.4,1767876,154651,,27463,,1818,,125370,2064,20377
15-08-2025,3788192.36,3788176.13,16.23,1732715.11,100.27,,42.48,954550.89,8122.15,52726.49,717172.83,2349219.81,7870127.28,5161298.38,750161.24,1774609.87,161884.66,,34130.03,,1187,,126567.63,2063.6,20109.53
08-08-2025,3779126.51,3779109.52,16.99,1748115.54,100.92,,42.45,926801.53,8471.6,53047.32,759651.72,2347313.66,7874555.71,5150654.1,755390.73,1779571.87,167058.43,,42791.71,,4352,,119914.72,2063.6,19816.98
01-08-2025,3753886.38,3753869.65,16.73,1797386.94,100.25,,42.45,1001761.1,8010.9,52815.72,734656.52,2257657.49,7808930.81,5124221.56,735336.38,1784203.82,143117.39,,32232.05,,1100,,109785.34,2063.6,19988.06
25-07-2025,3763757.13,3763741.53,15.6,1811847.17,100.9,,42.5,918229.35,7969.17,52699.49,832805.76,2249693.12,7825297.42,5128040.91,741527.6,1785639.24,148374.42,,24025.86,,1906,,122442.56,2063.6,19651.65
18-07-2025,3773616.96,3773599.83,17.13,1784027.49,100.59,,42.47,984796.22,8036.51,52329.24,738722.46,2206803.47,7764447.92,5095199.01,728042.18,1788866.98,131071.52,,26294.49,,951,,103826.03,2063.6,19204.63
11-07-2025,3787651.36,3787633.08,18.28,1767750.7,100.23,,42.49,930199.26,8077.53,52670.42,776660.77,2190244.9,7745646.96,5084872.19,723791.38,1787655.36,128146.58,,20430.84,,1223,,106492.74,2063.6,19117.85
04-07-2025,3783786,3783769.6,16.54,1782659.48,100.75,,42.47,931978.24,8258.79,52751.97,789527.26,2184405.92,7750851.54,5081396,724528.29,1788582,135184.35,,30955.99,,1282,,102946.36,2064,19097
27-06-2025,3783593.79,3783575,18,1803255,100,,42,933483,8300,52359,808971,2183725,7770573,5117665.16,722374,1785715.21,121798,,20066,,1065,,100667,2063.6,20958.77
20-06-2025,3792604.86,3792588,17,1785257,100,,42,939700,8115,52006,785294,2223593,7801455,5134098.87,742482,1787040.17,115737,,17089,,2659,,95989,2063.6,20034.1
13-06-2025,3810083.16,3810070.22,12.94,1777072.52,100.51,,42.48,932453.46,8278.02,52626.16,783571.89,2195845.08,7783000.76,5107984.25,743180.35,1787961.37,121935.39,,15961.78,,2248,,103725.61,2063.6,19875.8
06-06-2025,3814344.15,3814333.66,10.49,1792355.54,100.11,,42.46,937881.54,8190.31,52566.88,793574.24,2163244.74,7769944.43,5067347.8,735779.04,1812045.38,132755.65,,30444.11,,3377,,98934.54,2063.6,19952.96
30-05-2025,3798519.79,3798507,13,1824626,101,,42,956086,8301,52184,807912,2112709,7735855,5032132.55,721351,1811676.89,149409,,27482,,6516,,115411,2063.6,19221.46
23-05-2025,3805411.52,3805396,16,1861354,100,,42,935087,8169,52574,865382,2076485,7743251,5026821.15,712210,1812565.07,171111,,24410,,23717,,122984,2063.6,18479.95
16-05-2025,3805624.72,3805608,16,1603367,100,,42,928136,8276,52275,614538,2312623,7721616,5007034.2,694700,1814971.27,184688,,36404,,23081,,125203,2063.6,18158.89
09-05-2025,3804166.05,3804149.42,16.63,1556544.45,100.24,,42.49,925199.05,8277.39,53050.35,569874.93,2337285.79,7697996.29,4995893.78,737220.26,1753693.75,191051.71,,51342.14,,25291,,114418.57,2063.6,18073.19
02-05-2025,3774271.66,3774260.32,11.34,1500534.9,100.49,,42.45,933070.35,8422.56,52767.38,506131.67,2269533.32,7544339.88,4943657.09,691478.03,1702839.71,186347.28,,38480.21,,23458,,124409.07,2063.6,17954.17
25-04-2025,3760632.64,3760619,14,1483243,101,,42,947351,8398,52864,474487,2331242,7575118,4993342.68,720786,1680428.01,164686,,22324,,23088,,119274,2063.6,13812.92
18-04-2025,3750857.84,3750841.42,16.42,1433897.01,100.22,,42.47,909268.82,7845.39,52769.1,463871.01,2316138.96,7500893.81,4970771.98,721971.53,1617568.48,175112.77,,36791.56,,24763,,113558.21,2063.6,13405.45
11-04-2025,3743990.39,3743977.82,12.57,1432129.35,100.36,,42.5,930386.61,7927.1,52963.03,440709.75,2286477.38,7462597.12,4980958.32,688495.99,1611943.59,165753.66,,35191.4,,5779,,124783.26,2063.6,13381.96
04-04-2025,3703364.71,3703352.21,12.5,1521316.28,100.83,,42.48,930336.76,7526.23,52337.68,530972.3,2213278.73,7437959.72,4925979.53,676510.1,1587489.36,232513.68,,38299.41,,60031,,134183.27,2063.6,13403.45
28-03-2025,3683847.55,3683836,11,1709285,100,,42,943060,7776,52926,705381,2150508,7543640,4861719.95,664889,1558565.94,426462,,26284,,251984,,148194,2063.6,29941.6
21-03-2025,3678244.88,3678235,10,1650887,101,,42,882415,7527,52009,708793,2178906,7508038,4836567.29,664219,1508723.76,471058,,19192,,311466,,140400,2063.6,25405.14
14-03-2025,3664025.3,3664012,14,1547433,100,,42,920156,7872,51617,567646,2201871,7413330,4882160.51,647273,1451986.57,405523,,23828,,256883,,124812,2063.6,24322.87
07-03-2025,3647914.82,3647903.75,11.07,1451336.36,100.08,,42.45,887266.98,7709.65,51197.58,505019.62,2196578.82,7295830,4876518.74,645780.15,1400195.33,347596.27,,39684.03,,183436,,124476.24,2063.6,23675.91
28-02-2025,3615588.27,3615574,14,1445017,101,,42,927189,7452,51444,458789,2173208,7233813,4791298.14,641218,1399551.68,376091,,22937,,229480,,123674,2063.6,23591.23
21-02-2025,3615423.92,3615412,12,1530307,101,,42,888462,7826,51199,582677,2125676,7271407,4750512.76,646667,1399250.78,450359,,22112,,301901,35,126311,2063.6,22555.59
14-02-2025,3606059.35,3606046,14,1433291,100,,43,953498,7798,50629,421223,2110913,7150264,4719554.12,643824,1358494.43,403892,,25646,,261331,,116915,2063.6,22435.64
07-02-2025,3596653.31,3596638.27,15.04,1382908.24,100.09,,42.48,878388.29,7928.81,51272.44,445176.13,2124837.44,7104398.99,4793154.66,631356.96,1317754.76,338294.78,,35454.4,,185420,,117420.38,2063.6,21774.33
31-01-2025,3564976.67,3564965,12,1446595,101,,42,924083,7772,50842,463755,2034572,7046144,4691950.32,614008,1317910.47,398362,,19332,,256989,,122041,2063.6,21850.89
24-01-2025,3564305.92,3564296,10,1525243,101,,42,889895,7918,50602,576685,2002933,7092482,4671954,600378,1288414.09,508283,,20495,,354098,,133690,2063.6,21387.77
17-01-2025,3558951.89,3558938,14,1399704,101,,42,897242,7798,49947,444574,1989935,6948591,4653194.64,597172,1265671.76,409665,,23623,,262197,,123845,2063.6,20823.84
10-01-2025,3554294.89,3554283.97,10.92,1444232.94,100.89,,42.48,930601.58,7814.1,50328.76,455345.13,1926073.81,6924601.64,4643214.63,583572.12,1255212.64,419823.72,,14620.22,,292649,,112554.5,2063.6,20714.93
03-01-2025,3525984.13,3525971.95,12.18,1373552.76,100.56,,42.45,908538.25,8502.3,50157.44,406211.76,1926522.13,6826059.02,4715150.06,575529.72,1254772.95,258540.05,,36637.08,,130502,,91400.97,2063.6,20002.64
27-12-2024,3525532.16,3525519,14,1531773,100,,42,939428,8496,52336,531371,1905453,6962759,4758116.48,566843,1253915.54,362186,,21841,,244697,,95648,2063.6,19632.78
20-12-2024,3526611.41,3526597,14,1579442,100,,42,986556,8016,52539,532189,1868966,6975019,4769027.44,558837,1269662.28,356740,,19820,,232376,,104544,2063.6,18689.62
13-12-2024,3536460.83,3536444.17,16.66,1461214.74,100.93,,42.47,986172.4,8763.5,55518.65,410616.79,1929170.16,6926845.73,4807625.6,577132.77,1272521.75,249171.3,,28743.81,,108704,,111723.49,2063.6,18330.71
06-12-2024,3527114.12,3527095.61,18.51,1391432.98,100.57,,42.47,1033128.01,8510.41,55752.46,293899.06,1941476.03,6860023.13,4827263.39,566898.21,1272179.36,173648.37,11131,34431.99,,9846,,118239.38,2063.6,17970.2
29-11-2024,3511564.38,3511550,14,1441830,101,,42,1023815,8311,55842,353719,1914051,6867445,4843979.82,565949,1270656.44,166677,,16465,,21293,,128919,2063.6,18117.3
22-11-2024,3522038.77,3522024,14,1504093,100,,42,1004627,8232,55696,435396,1859836,6885967,4824616.03,570744,1267767.05,203542,,22714,,32892,,147936,2063.6,17235.82
15-11-2024,3526698.19,3526683,15,1538908,101,,43,1008450,8248,55763,466303,1829501,6895107,4846996.43,554921,1268290.71,205667,11817,28634,,6623,,158593,2063.6,17168.62
08-11-2024,3531663.15,3531646.7,16.45,1631528.74,100.22,,42.45,985702.39,8076.06,55698.5,581909.12,1916372.56,7079564.45,4976576.24,572194.38,1310612.19,201252.76,,37124.02,,15981,,148147.74,2063.6,16865.28
01-11-2024,3527281.93,3527266.55,15.38,1657709.27,100.61,,42.44,991969.56,8313.96,55983.9,601298.8,1915994.26,7100985.46,4997797.45,586520.71,1310749.99,186872.35,,31293.88,,9032,,146546.47,2063.6,16981.36
25-10-2024,3499615.35,3499601,15,1727119,101,,42,1042981,8265,55966,619764,1925821,7152556,5030178.08,576180,1310982.2,216732,,24079,,30948,,161705,2063.6,16418.4
18-10-2024,3483578.38,3483562,16.8,1721270,101,,42,984541,8057,55202,673327,1937177,7142025.8,5064122.73,567032,1312479.71,180261,,23398,,7756,,149107,2063.6,16068.4
11-10-2024,3488378.07,3488363.18,14.89,1730126.87,100.86,,42.47,983424,8071.98,55076.01,683411.55,1931136,7149640.94,5095927.99,551932.24,1313449.66,170366.33,,9073.58,,4843,,156449.75,2063.6,15901.12
04-10-2024,3458728.58,3458700.94,27.64,1830991.25,100.68,,42.47,985504.19,8375.16,55406.28,781562.47,1984396.12,7274115.95,5178997.86,552159.86,1312034.37,214834.45,,35808.97,,7076,,171949.48,2063.6,14025.81
27-09-2024,3447402.95,3447381,22,1851979,100,,42,1020447,8254,54632,768504,2008888,7308270,5192638.23,550741,1314644.52,234178,,24412,,33302,,176464,2063.6,14006.1
20-09-2024,3455957.06,3455943,14,1784146,100,,42,956255,7923,54798,765028,1965094,7205197,5097051.28,531634,1313608.57,247724,,26447,,51223,,170054,2063.6,13116.86
13-09-2024,3474463.46,3474448.9,14.56,1715824.53,100.24,,42.47,1004955.63,8382.89,54720.83,647622.47,1967284.92,7157572.91,5099790.11,527635.61,1313481.71,202131.31,,29725.22,,10917,,161489.09,2063.6,12470.57
06-09-2024,3471103.56,3471089.47,14.09,1744535.01,100.45,,42.45,988846.26,8150.98,55063.66,692331.21,1948716.44,7164355.01,5106496.87,520331.16,1315048.36,208283.12,,35426.18,,7740,,165116.94,2063.6,12131.9
30-08-2024,3458507.41,3458493,14,1702744,100,,42,1019456,8019,54887,620240,1917383,7078634,5060196.99,518834,1315215.99,170298,,13381,,6968,,149949,2063.6,12025.19
23-08-2024,3478650.05,3478635,15,1713393,101,,42,960220,8279,55096,689655,1899261,7091304,5051091.07,511818,1316259.41,198655,,26802,,6708,,165145,2063.6,11417.35
16-08-2024,3482568.48,3482555,14,1702879,100,,42,983701,8250,54693,656093,1855035,7040483,5003475.99,504594,1317254.25,201836,,26767,,11850,,163219,2063.6,11258.08
09-08-2024,3491361.27,3491349.61,11.66,1689025.94,100.69,,42.47,971051.94,8160.48,54602.69,655067.67,1821930.93,7002318.14,4973044.62,497338.37,1318325.26,200637.51,,32993.26,,7825,,159819.25,2063.6,10908.78
02-08-2024,3489277.06,3489264.35,12.71,1724157.31,100.78,,42.47,984745.19,8343.9,55092.06,675832.91,1795428.95,7008863.32,4995825.07,503330.11,1319877.81,176892.52,,31071.76,,5921,,139899.76,2063.6,10874.21
26-07-2024,3502884.5,3502874.31,10.19,1702094.03,100.1,,42.44,976073.02,8281.72,54703.94,662892.81,1723581.21,6928559.74,4951223.48,483062.06,1320372.9,161654.69,,21239.47,,7161,,133254.22,2063.6,10183.01
19-07-2024,3520477.64,3520466.36,11.28,1708710.08,100.83,,42.47,1006937.62,8394.08,54233.33,639001.75,1748890.22,6978077.94,4957204.32,501909.1,1345057.54,161773.82,,19805.27,,6416,,135552.55,2063.6,10069.56
12-07-2024,3540350.25,3540340.15,10.1,1666911.55,100.69,,42.48,952093.97,8239.9,54662.51,651772,1723762.66,6931024.46,4928126.12,490045.43,1346158.62,154643.14,,16359.45,,8204,,130079.69,2063.6,9987.55
05-07-2024,3537687.44,3537675.03,12.41,1671946.96,100.93,,42.5,991015.08,8358.29,54241.78,618188.38,1670279.32,6879913.72,4855745.34,479517.46,1348762.77,184703.93,,25838.13,,14157,,144708.8,2063.6,9120.62
28-06-2024,3528947.72,3528937,11,1729450,101,,42,973455,8453,54461,692938,1635592,6893990,4815238.92,471350,1347914.12,248346,,7286,,102741,,138319,2063.6,9075.75
21-06-2024,3546375.38,3546362,13,1811359,101,,42,979126,8379,54275,769436,1661240,7018974,4834666.97,475795,1348733.4,349342,,4039,,196095,,149208,2063.6,8373.58
14-06-2024,3552732.39,3552719.66,12.73,1749230.81,100.94,,42.49,983708.07,8270.67,54185.05,702923.59,1650398.36,6952361.56,4837176.48,467693.19,1364965.66,272206.15,,7994.28,,111102,,153109.87,2063.6,8256.47
07-06-2024,3553726.89,3553714.44,12.45,1711732.33,100.53,,42.47,971897.8,8466.63,54565.35,676659.55,1657071.41,6922530.63,4844188.89,475139.14,1363634.15,229663.65,,28203.63,,57955,,143505.02,2063.6,7841.2
31-05-2024,3537527.65,3537513.66,13.99,1733922.07,100.9,,42.49,951109.29,8554.62,54470.36,719644.41,1612560.13,6884009.33,4818367.04,471621.32,1363468.68,220903.19,,10723.2,,71305,,138874.99,2063.6,7586.02
24-05-2024,3550212.21,3550200.66,11.55,1874358.27,100.38,,42.49,987619.75,8474.05,54611.06,823510.54,1590603.11,7015173.59,4754827.82,471279.32,1363744.54,416303.15,,18822.21,,258379,,139101.94,2063.6,6954.87
17-05-2024,3550518.31,3550505.55,12.76,1572734.87,100.73,,42.49,950566.88,8450.01,54543.4,559031.36,1832283.78,6955536.96,4781324.78,476676.39,1361187.9,327609.77,,17623.59,,161708,,148278.18,2063.6,6674.43
10-05-2024,3556913.57,3556901.63,11.94,1576293.39,100.73,,42.48,945240.85,8406.33,54630.29,567872.71,1799956.71,6933163.67,4762366.16,467217.91,1359842.98,335078.37,,11584.22,,176586,,146908.15,2063.6,6594.65
03-05-2024,3537755.09,3537743.82,11.27,1597477.86,100.38,,42.47,961716.53,8809.73,55021.7,571787.05,1770333,6905565.95,4746786.44,457901.9,1357963.51,334443.44,,19754.56,,171359,,143329.88,2063.6,6407.06
26-04-2024,3532901.05,3532890.54,10.51,1622445.84,100.8,,42.52,1017716.15,8776.27,54970.65,540839.45,1742032.95,6897379.84,4704782.4,462881.45,1356199.85,365761.98,,13284.29,,209301,,143176.69,2063.6,5690.14
19-04-2024,3533149.34,3533136.56,12.78,1514517.87,100.8,,42.47,944235.5,8656.78,54281.57,507200.75,1752863.97,6800531.18,4721081.27,474180.88,1354918.35,242974.17,,17496.16,,85339,,140139.01,2063.6,5312.91
12-04-2024,3535126.06,3535114.29,11.77,1428921.69,100.94,,42.49,969404.45,8653.91,54505.31,396214.59,1761423.11,6725470.86,4750069.52,465485.81,1357489.07,145109.4,,12920.9,,9635,,122553.5,2063.6,5253.46
05-04-2024,3498254.2,3498238.57,15.63,1489091.45,100.05,,42.47,932312,9614.96,53763.77,493258.2,1797575.46,6784921.11,4796489.84,454380.66,1361444.07,165372.42,,17380.07,,10517,,137475.35,2063.6,5170.52
31-03-2024,3482344.28,3482333,11,1782334,101,,42,1008618,10092,55137,708344,1804747,7069423.78,4799293,435024,1363361,443369,,2300,,266021,,175048,2064,26314
29-03-2024,3482344.28,3482333,11,1782334,101,,42,1008618,10092,55137,708344,1804747,7069423.78,4799293,435024,1363361,443369,,2300,,266021,,175048,2064,26314
22-03-2024,3486888.33,3486875.88,12.45,1718702.77,100.52,,42.47,931482.63,8516.37,53822.8,724737.98,1790642.3,6996233.4,4779663.53,429409.95,1360996.49,402951.93,,13251.08,,222716,,166984.85,2063.6,21147.9
15-03-2024,3465310,3465294,16,1668238.43,100.26,,42.46,1024437.81,9050.32,54786.64,579820.94,1759337.01,6892885.44,4751508,423910.1,1362610,332651.26,,19929,,140343,,172379.26,2064,20143
08-03-2024,3459381.5,3459367.51,13.99,1534245.31,100.87,,42.45,901857.14,8130.96,55386.4,568727.49,1770519.75,6764146.56,4695537,419860.18,1363290,264147.72,,9259,,89417,35,165436.72,2064,19247
01-03-2024,3424547.34,3424536.01,11.33,1551487.89,100.12,,42.49,959782.63,8354.24,53521.97,529686.44,1718716.43,6694751.66,4637777,401430.02,1362319,272446.26,,3252,,112767,35,156392.26,2064,18716
23-02-2024,3423278.38,3423265.27,13.11,1656495.48,100.5,,42.45,909399.76,8520.25,53117.71,685314.81,1712392.46,6792166.32,4589961,396913.21,1362249,422924.34,,14809,,256374,35,151706.34,2064,18055
16-02-2024,3417079.5,3417066.33,13.17,1669652.04,100.77,,42.46,962423.74,8631.11,52653.69,645800.27,1709573.67,6796305.21,4573425,393310.31,1361828,447950.81,,13292,,265341,35,169282.81,2064,17727
09-02-2024,3415218.56,3415209.03,9.53,1663903.56,100.76,,42.45,906763.16,8012.53,52752.42,696232.24,1718669.92,6797792.04,4580357,396385.73,1361589,439761.57,,20255,,253342,,166164.57,2064,17635
02-02-2024,3387726.18,3387714.59,11.59,1680454.76,101,,42.44,947250.13,8429.1,53903.83,670728.26,1771471.3,6839652.24,4615124,398785.81,1364645,441675.79,,22237,,263369,,156069.79,2064,17358
26-01-2024,3386333.03,3386319.81,13.22,1734443.73,100.35,,42.48,933808.17,8038.88,52354.41,740099.44,1732676.88,6853453.64,4582564,394643.67,1358899,498740.9,,12810,,337637,,148293.9,2064,16542
19-01-2024,3375687.11,3375674.17,12.94,1682238.82,100.8,,42.46,959216.06,8080.67,51705.15,663093.68,1725952.1,6783878.03,4577492,392184.7,1358052,437787.71,,18712,,270274,,148801.71,2064,16299
12-01-2024,3377912.14,3377902.7,9.44,1628625.32,100.38,,42.46,919311.28,8129.03,51843.96,649198.21,1751035.67,6757573.13,4591560,391785.16,1358597,397433.58,,16087,,232643,,148703.58,2064,16133
05-01-2024,3346634.78,3346624.37,10.41,1554311.52,100.6,,42.48,952712.23,8320.48,51401.47,541734.26,1747031.77,6647978.07,4589375,394932.43,1355500,291077.53,,21139,,146557,,123381.53,2064,15030
29-12-2023,3330410.42,3330398.9,11.52,1660082.38,100,,42.52,939846.55,8035.5,53398.64,658659.17,1803066.38,6793559.18,4634106,402148,1357627,382454.75,,2579.04,,271352,,108523.71,2064,15160
22-12-2023,3342749.81,3342738.74,11.07,1692117.49,100.02,,42.47,933571.31,7982.32,53525.37,696896,1779076.53,6813943.83,4615760,394738.82,1357074,429950.55,,2293.68,,311457,,116199.87,2064,14357
15-12-2023,3335422.37,3335410.23,12.14,1531236.22,100.48,,42.49,936401.42,8084.26,53011.9,533595.67,1745325.14,6611983.73,4568004,394838.28,1358041,275687.67,,15211.93,,155844.16,,104631.58,2064,13349
08-12-2023,3338143.45,3338132.44,11.01,1487481.43,100.88,,42.47,894652.28,7834.59,52815.58,532035.63,1697625.19,6523250.07,4520059.26,392997.7,1371973.76,222906.92,,24582.74,,82288.16,,116036.02,2063.6,13248.83
01-12-2023,3317931.01,3317918.81,12.2,1526079.89,100.45,,42.46,938484.04,8140.08,53076.66,526236.2,1669725.33,6513736.23,4490142.29,394231.4,1370271.86,243901.73,,21747.75,,91279.16,,130874.82,2063.6,13125.35
24-11-2023,3323226,3323212,14,1623297,100,,42,931741,8115,54291,629008,1628598,6575122,4452182.76,386360,1371072,350907,,16275,,207355,,127277,2064,12536
17-11-2023,3323876,3323860,16,1521247,100,,42,910823,8051,54131,548100,1615938,6461062,4428801.72,383413,1373388,261004,,17338,,131042,,112624,2064,12390
10-11-2023,3329803,3329794.29,9.16,1539977.77,100.45,,42.44,922586.19,7988.26,54063.96,555196.47,1548612.15,6418393.37,4396238.01,379387.69,1368934,259647.05,,20012.69,,117585.1,,122049.26,2064,12123
03-11-2023,3280964,3280951.94,12.15,1555830.96,100.01,,42.47,934236.3,8329.5,52942.27,560180.41,1545178.99,6381974.04,4391796,384147.91,1369163,222711.51,,26780.92,,63816.1,,132114.49,2064,12092
27-10-2023,3271894.24,3271881,13,1675645,101,,42,906993,8100,52136,708273,1499252,6446791,4352975.26,382289,1369466.14,327408,,21871,,160738,,144799,2063.6,12589.37
20-10-2023,3272425.34,3272413,13,1628331,100,,42,917856,8608,52045,649680,1480126,6380883,4309358,377544,1372232,307294,,20227,,143806,,143261,2064,12391
13-10-2023,3269946.2,3269934,13,1582995,101,,42,926752,8303,51936,595861,1496814,6349756,4351581,362813,1378476,242567,,20364,,79204,,142999,2064,12255
06-10-2023,3262332.77,3262322.22,10.55,1591505.87,100.59,,42.45,960612.26,8701.1,53255.14,568794.33,1475962.64,6329801.28,4352381,352200.07,1378694,232668.17,,24303,,68932,,139433.17,2064,11795
29-09-2023,3257525.86,3257515.93,9.93,1678097.92,100.43,,42.46,969235.1,8917.04,54220.99,645581.9,1498291.42,6433915.2,4355431,363823.59,1386229,312159.28,,11606.24,,170292,,130261.04,2064,14208
22-09-2023,3270473.51,3270462.75,10.76,1672091.98,100.8,,42.47,959345.47,8378.57,53592.67,650632,1513712.07,6456277.56,4367199,367409.61,1392638,315682.29,,13480,,187948,,114254.29,2064,11286
15-09-2023,3276984.49,3276972.66,11.83,1616313.21,100.7,,42.48,1051822.04,8648.16,55391.07,500308.76,1534633.71,6427931.41,4401123.42,365924.8,1394472.99,253402.07,,16938.82,,114885.49,,121577.76,2063.6,10944.53
08-09-2023,3288749.63,3288737.98,11.65,1549273.48,100.98,,42.46,992545.97,8589.29,54295.62,493699.16,1525849.57,6363872.68,4393445,368121.13,1396958.44,192505.76,,24915.22,,28186.49,,139404.05,2063.6,10778.91
01-09-2023,3274597.81,3274586.05,11.76,1541673.81,100.33,,42.46,1071184.42,8923.27,54839.95,406583.38,1553416.29,6369687.91,4416757.34,371694.21,1399588.55,169629.22,,22903.76,,21213.49,,125511.97,2063.6,9954.99
25-08-2023,3278676.39,3278665.24,11.15,1613238.96,100.63,,42.48,1010361.04,8808.43,54444.16,539482.22,1514949.19,6406864.54,4385352,366616.44,1398848,244471.53,,16470,,93310,,134691.53,2064,9513
18-08-2023,3290127,3290114,13,1534242.69,101,,42,1022142,8907,54356.69,448694,1537338,6361707.69,4413566,364196.12,1397350,175280,,15343,,52272,,107665,2064,9253
11-08-2023,3303141.21,3303128.4,12.81,1546201.44,100.05,,42.48,912039.98,8586.23,53791.2,571641.5,1554321.67,6403664.32,4456125,367316.93,1398882,170097.75,,14255,,30407,,125435.75,2064,9178
04-08-2023,3296967.41,3296956.02,11.39,1547257.01,100.8,,42.46,901315.34,8487.09,51365.7,585945.62,1549374.31,6393598.73,4447533.89,370123.59,1398621.25,166440.22,,23123.23,,21174.09,,122142.9,2063.6,8816.18
28-07-2023,3293426.66,3293414.38,12.28,1556121.86,100.27,,42.48,899279.48,8475.13,51884.05,596340.45,1547467.58,6397015.44,4430635.82,369359.12,1400820.39,185626.24,,13908.94,,45027.68,,126689.62,2063.6,8510.93
21-07-2023,3308302.79,3308289.96,12.83,1512433.84,100.98,,42.45,872643.26,8507.59,51395.06,579744.5,1553226.1,6373962.73,4434681.43,373861.52,1404719.67,150688.34,,12928.26,,21985.68,,115774.4,2063.6,7948.17
14-07-2023,3321381.33,3321369.07,12.26,1488818.05,100.37,,42.46,866892.87,9129.46,50941.91,561710.98,1591373.36,6401572,4465502.9,371364.12,1405385.78,149414.86,,17595.8,,21446.68,,110372.38,2063.6,7841.48
07-07-2023,3334893.14,3334880.78,12.36,1477163.26,100.16,,42.46,864389.79,8373.48,50866.06,553391.31,1516285.56,6328342,4403972.88,364560.79,1400771.56,149528.67,,25446.42,,22052.68,,102029.57,2063.6,7444.46
30-06-2023,3329505,3329493,12,1468565.79,100.93,,42.48,871167.14,9039.6,51019.75,537195.89,1484223.23,6282294.02,4358371,359585,1404284,150430.01,0,9835,0.01,50867,,89728,2064,7560
23-06-2023,3341469,3341455,14,1402335.81,100.79,,42.49,838531.63,8339.75,50510.76,504810.39,1512728.61,6256533.42,4337640,363460,1406154,140661.11,0.1,12339,0.01,37759,,90563,2064,6556
16-06-2023,3356992.38,3356977.74,14.64,1381090.15,100.5,,42.47,852858.12,8921.83,50405.64,468761.59,1529444.37,6267526.9,4350479.51,369128,1408735.1,131115.01,0.01,7480,0,33498,,90137,2063.61,6006
09-06-2023,3378178.05,3378164.28,13.77,1367585.78,100.68,,42.46,849466.18,8262.6,50380.04,459333.82,1539943.6,6285707.43,4356958,374158.9,1408860.37,137841.4,0.1,18267.47,0.01,20492.82,,99081,2063.61,5825.47
02-06-2023,3384245.82,3384228.75,17.07,1339994.87,100,,42.49,852242.95,9291.72,50658.71,427659,1544890.78,6269131.72,4357589.49,374925.83,1412692.82,116255.37,0.01,16048.54,0,20814.82,,79392,2063.6,5604.87
26-05-2023,3411518,3411505.35,12.65,1345291.93,100.65,,42.48,852191.42,7874.62,51255.3,433827.45,1510519.55,6267329.47,4328446.54,370755.67,1411362.43,149531.17,0,13741.96,0.01,67278.41,,68510.79,2063.6,5170.23
19-05-2023,3448007.54,3447997.53,10.01,1319048.72,100.93,,42.49,852417.08,7376.75,53661.03,405450.44,1552969.33,6320025.59,4366210.89,372999.89,1422299.69,151850.89,0,12193.97,0,69761.41,,69895.51,2063.6,4600.63
